device_id,ipei,device_location,location_name
VOCO_K101,0328E86BB8,Fragrance,ST_UKTK_306(30/01/03)_Stockton
VOCO_K102,0328E7BE1A,Fragrance 2,ST_UKTK_306(30/01/03)_Stockton
VOCO_K104,0328E9CF71,Handbags 1,ST_UKTK_306(30/01/03)_Stockton
VOCO_K103,0328E8711E,Click and Collect 1,ST_UKTK_307(20/2)_Newmarket
VOCO_K101,0328E86BB4,Fragrance,ST_UKTK_307(20/2)_Newmarket
VOCO_K101,0328DF03C5,Click and Collect,ST_UKTK_308(23/03/04)_Norwich Castle Mall
VOCO_K103,0328E870E2,Fragrance,ST_UKTK_308(23/03/04)_Norwich Castle Mall
VOCO_K104,0328E9CF1F,Fragrance 2,ST_UKTK_308(23/03/04)_Norwich Castle Mall
VOCO_K102,0328E870EB,Sales Floor,ST_UKTK_308(23/03/04)_Norwich Castle Mall
VOCO_K101,0328E834D5,Fragrance 1,ST_UKTK_309(20/1)_Darlington
VOCO_K103,0328E743CF,Click and Collect,ST_UKTK_311-851(45/08/06)_Oxford Cowley
VOCO_K104,0328E743CD,Fragrance,ST_UKTK_311-851(45/08/06)_Oxford Cowley
VOCO_K102,0328E742A8,Jewellery 1,ST_UKTK_311-851(45/08/06)_Oxford Cowley
VOCO_K105,0328E8432C,Jewellery 3,ST_UKTK_311-851(45/08/06)_Oxford Cowley
VOCO_K101,0328E7B751,Sales Floor 1,ST_UKTK_311-851(45/08/06)_Oxford Cowley
VOCO_K105,0328E8937A,Click & Collect,ST_UKTK_314(30/03/03)_Enfield
VOCO_K103,0328E87055,Fragrance 1,ST_UKTK_314(30/03/03)_Enfield
VOCO_K101,0328E9CBE6,Handbags 1,ST_UKTK_314(30/03/03)_Enfield
VOCO_K104,0328E9CE77,Handbags 2,ST_UKTK_314(30/03/03)_Enfield
VOCO_K102,0328E870A6,Jewellery,ST_UKTK_314(30/03/03)_Enfield
VOCO_K101,0328E4064C,Click and Collect,ST_UKTK_315(20/1)_Boston
VOCO_K102,0328E9CF20,Fragrance,ST_UKTK_315(20/1)_Boston
VOCO_K101,0328E9CF16,Fragrance,ST_UKTK_318(20/01/03)_Eastleigh
VOCO_K102,0328E405C5,Jewellery 1,ST_UKTK_318(20/01/03)_Eastleigh
VOCO_K103,0328E9CF5C,Fragrance,ST_UKTK_321(20/1)_Grantham
VOCO_K102,0328E7B9FB,Jewellery 1,ST_UKTK_321(20/1)_Grantham
VOCO_K101,0328D3434A,Sales Floor 1,ST_UKTK_321(20/1)_Grantham
VOCO_K101,0328E8700D,Fragrance ,ST_UKTK_322(30/2)_Hounslow
VOCO_K103,0328E7B9B7,Fragrance 2,ST_UKTK_322(30/2)_Hounslow
VOCO_K102,0328E84073,Fragrance 2,ST_UKTK_322(30/2)_Hounslow
VOCO_K104,0328E88C36,Jewellery,ST_UKTK_322(30/2)_Hounslow
VOCO_K105,0328EA1198,Sales Floor 1,ST_UKTK_322(30/2)_Hounslow
VOCO_K106,0328EA1173,Sales Floor 2,ST_UKTK_322(30/2)_Hounslow
VOCO_K103,0328E4070E,Click and Collect,ST_UKTK_323(20/1)_Ayr
VOCO_K103,0328E9CF88,Fragrance 1,ST_UKTK_326(20/2)_Brislington
VOCO_K102,0328E88C61,click and collect,ST_UKTK_326(20/2)_Brislington
VOCO_K101,0328E89321,click and collect,ST_UKTK_326(20/2)_Brislington
VOCO_K101,0328E7B7EA,Click and Collect,ST_UKTK_328/620(35/07/03)_Llanelli
VOCO_K103,0328E7B928,Fragrance,ST_UKTK_328/620(35/07/03)_Llanelli
VOCO_K102,0328E7B8D0,Knife Cabinet,ST_UKTK_328/620(35/07/03)_Llanelli
VOCO_K102,0328E7BAFD,Fragrance,ST_UKTK_329(25/2)_Portsmouth
VOCO_K103,0328E9CEB2,Fragrance,ST_UKTK_331(20/1)_Cwmbran
VOCO_K102,0328E7BA14,click and collect,ST_UKTK_331(20/1)_Cwmbran
VOCO_K103,02EB63CB02,Click and Collect,ST_UKTK_332(20/02/03)_Speke
VOCO_K101,0328E9CEBB,Fragrance 1,ST_UKTK_332(20/02/03)_Speke
VOCO_K103,02EB63CB45,Click and Collect,ST_UKTK_335(35/02/04)_Silverburn
VOCO_K101,02EB63D2A9,Click and Collect,ST_UKTK_335(35/02/04)_Silverburn
VOCO_K102,0328E8403E,,ST_UKTK_335(35/02/04)_Silverburn
VOCO_K101,0328E9CEC0,Fragrance,ST_UKTK_336(23/4/4)_Tunbridge Wells
VOCO_K102,0328E9CD4C,Click and Collect,ST_UKTK_337(20/1)_Chatham
VOCO_K101,0328E9CF89,Fragrance,ST_UKTK_337(20/1)_Chatham
VOCO_K103,0328E7B9EB,Click and Collect,ST_UKTK_339(67/04/05)_Kensington
VOCO_K109,0328E84054,Fragrance 1,ST_UKTK_339(67/04/05)_Kensington
VOCO_K114,0328E7B895,Fragrance 2,ST_UKTK_339(67/04/05)_Kensington
VOCO_K120,02EB63D151,Gold Label Handbag,ST_UKTK_339(67/04/05)_Kensington
VOCO_K115,0328E840F8,Gold Label Handbags 1,ST_UKTK_339(67/04/05)_Kensington
VOCO_K116,0328E843EA,Gold Label Handbags 2,ST_UKTK_339(67/04/05)_Kensington
VOCO_K104,02EB63D10C,Handbags 1,ST_UKTK_339(67/04/05)_Kensington
VOCO_K107,0328E843CE,Handbags 4,ST_UKTK_339(67/04/05)_Kensington
VOCO_K118,0328E84084,Jewellery 1,ST_UKTK_339(67/04/05)_Kensington
VOCO_K104,02EB63D10C,Jewellery 2,ST_UKTK_339(67/04/05)_Kensington
VOCO_K106,0328E7B84C,Jewellery 2,ST_UKTK_339(67/04/05)_Kensington
VOCO_K122,0328E3285A,Male Fragrance,ST_UKTK_339(67/04/05)_Kensington
VOCO_K108,0328EA1117,Mens Gold Label,ST_UKTK_339(67/04/05)_Kensington
VOCO_K112,0328EA119C,Mens Jackets,ST_UKTK_339(67/04/05)_Kensington
VOCO_K101,0328EA119C,Mens outerwear,ST_UKTK_339(67/04/05)_Kensington
VOCO_K111,0328E84257,Sales Floor 4,ST_UKTK_339(67/04/05)_Kensington
VOCO_K119,0328E8713F,Sales floor 2,ST_UKTK_339(67/04/05)_Kensington
VOCO_K105,0328E8432D,Sales floor 3,ST_UKTK_339(67/04/05)_Kensington
VOCO_K110,0328EA116E,Womens Jackets,ST_UKTK_339(67/04/05)_Kensington
VOCO_K110,0328EA116E,Womens outerwear,ST_UKTK_339(67/04/05)_Kensington
VOCO_K102,0328E9CBFB,Handbags,ST_UKTK_342(25/1)_Worcester
VOCO_K101,0328EA10F2,Handbags 2,ST_UKTK_342(25/1)_Worcester
VOCO_K103,0328E7B85B,Click and Collect,ST_UKTK_343(30/02/02)_Tooting
VOCO_K105,0328E9CBFF,Click and Collect 2,ST_UKTK_343(30/02/02)_Tooting
VOCO_K104,0328E8404D,Fragrance,ST_UKTK_343(30/02/02)_Tooting
VOCO_K102,0328D2FB66,Handbags 1,ST_UKTK_343(30/02/02)_Tooting
VOCO_K106,0328E9CBED,Handbags 2,ST_UKTK_343(30/02/02)_Tooting
VOCO_K101,0328E7B8BB,Sales Floor 1,ST_UKTK_343(30/02/02)_Tooting
VOCO_K104,0328EA7530,Click & Collect,ST_UKTK_345(25/3)_Preston
VOCO_K102,0328E8711A,Click and Collect,ST_UKTK_345(25/3)_Preston
VOCO_K101,0328E9CEB8,Fragrance,ST_UKTK_345(25/3)_Preston
VOCO_K103,0328EA7452,Fragrance,ST_UKTK_345(25/3)_Preston
VOCO_K105,0328EA6515,Fragrance 2,ST_UKTK_345(25/3)_Preston
VOCO_K102,0328EA118A,Click and Collect,ST_UKTK_347(25/02/05)_Lancaster
VOCO_K103,0328E9CF80,Fragrance 1,ST_UKTK_347(25/02/05)_Lancaster
VOCO_K102,0328E8707A,Jewalry,ST_UKTK_349(20/02/02)_Taunton
VOCO_K103,0328E8706A,click and collect,ST_UKTK_349(20/02/02)_Taunton
VOCO_K101,0328E89513,Click and Collect,ST_UKTK_351(30/01/05)_Aberdeen Union Square
VOCO_K103,0328E7BB3E,Fragrance 1,ST_UKTK_351(30/01/05)_Aberdeen Union Square
VOCO_K102,0328E894D7,Jewellery,ST_UKTK_351(30/01/05)_Aberdeen Union Square
VOCO_K101,0328E9CD5A,Click & Collect,ST_UKTK_352(25/04/03)_Putney
VOCO_K104,0328E3292C,Click and Collect,ST_UKTK_352(25/04/03)_Putney
VOCO_K105,0328E86F9B,Fragrance,ST_UKTK_352(25/04/03)_Putney
VOCO_K102,0328E325A7,Jewellery 1,ST_UKTK_352(25/04/03)_Putney
VOCO_K102,0328E8732C,Click and Collect,ST_UKTK_354(20/1)_Weymouth
VOCO_K103,0328E9CC7D,Fragrance 1,ST_UKTK_354(20/1)_Weymouth
VOCO_K103,0328EA646B,Fragrance 1,ST_UKTK_354(20/1)_Weymouth
VOCO_K102,0328E8406C,Fragance,ST_UKTK_355(30/2/6)_Guildford
VOCO_K104,0328E88C31,Handbags,ST_UKTK_355(30/2/6)_Guildford
VOCO_K102,0328E7453D,Fragrance,ST_UKTK_356(23/03/02)_Cardiff Valegate
VOCO_K101,0328E408F6,Sales Floor 1,ST_UKTK_356(23/03/02)_Cardiff Valegate
VOCO_K103,0328E84293,Handbags 4,ST_UKTK_357(40/01/06)_Cambridge Market Street
VOCO_K109,0328E871D1,Click and Collect 1,ST_UKTK_359(89/06/08)_CharingCross
VOCO_K105,0328E88C2D,Fragrance 1,ST_UKTK_359(89/06/08)_CharingCross
VOCO_K101,0328E7B875,Fragrance 2,ST_UKTK_359(89/06/08)_CharingCross
VOCO_K111,0328E84098,Gold Label Handbags,ST_UKTK_359(89/06/08)_CharingCross
VOCO_K117,0328E7B84E,Gold Label Handbags 2,ST_UKTK_359(89/06/08)_CharingCross
VOCO_K103,0328E842C6,Handbag 2,ST_UKTK_359(89/06/08)_CharingCross
VOCO_K113,0328E7B9CC,Handbag 5,ST_UKTK_359(89/06/08)_CharingCross
VOCO_K102,0328E7B95F,Handbags 1,ST_UKTK_359(89/06/08)_CharingCross
VOCO_K115,0328E7B9D0,Handbags 7,ST_UKTK_359(89/06/08)_CharingCross
VOCO_K107,0328EA114F,Mens Gold Label,ST_UKTK_359(89/06/08)_CharingCross
VOCO_K106,0328EA11BA,Mens Jackets,ST_UKTK_359(89/06/08)_CharingCross
VOCO_K104,0328E840C7,Womens Outerwear,ST_UKTK_359(89/06/08)_CharingCross
VOCO_K110,0328E843AD,Womens Outerwear,ST_UKTK_359(89/06/08)_CharingCross
VOCO_K114,0328E7B9CB,handbag 6,ST_UKTK_359(89/06/08)_CharingCross
VOCO_K116,0328E7B848,handbag 8,ST_UKTK_359(89/06/08)_CharingCross
VOCO_K103,0328E7BD99,Fragrance 1,ST_UKTK_360(20/2)_Bangor Menai
VOCO_K101,0328D342E2,Sales Floor 1,ST_UKTK_360(20/2)_Bangor Menai
VOCO_K104,0328E84255,Click and Collect 1,ST_UKTK_361(20/1)_St Austell
VOCO_K103,0328E87319,Click and collect,ST_UKTK_361(20/1)_St Austell
VOCO_K102,0328E871C1,Fragrance,ST_UKTK_361(20/1)_St Austell
VOCO_K101,0328D33940,Sales Floor 1,ST_UKTK_361(20/1)_St Austell
VOCO_K102,0328E89202,Click and Collect 1,ST_UKTK_362(25/01/02)_Altrincham
VOCO_K103,0328E870ED,Fragrance,ST_UKTK_362(25/01/02)_Altrincham
VOCO_K101,0328E8930A,Click and Collect,ST_UKTK_363(29/04/04)_Wandsworth
VOCO_K105,0328E9CECE,Click and Collect 1,ST_UKTK_363(29/04/04)_Wandsworth
VOCO_K104,0328E892A1,Fragrance,ST_UKTK_363(29/04/04)_Wandsworth
VOCO_K102,0328E9CEF1,Fragrance 3,ST_UKTK_363(29/04/04)_Wandsworth
VOCO_K109,0328DABA64,Click and Collect,ST_UKTK_364(20/02/02)_Hastings
VOCO_K103,0328EA6514,Click and collect 3,ST_UKTK_364(20/02/02)_Hastings
VOCO_K102,0328EA752A,Fragrance,ST_UKTK_364(20/02/02)_Hastings
VOCO_K107,0328E87328,Click and Collect,ST_UKTK_366(51/03/06)_Glasgow Argyle Street
VOCO_K108,0328E8732A,Click and Collect 2,ST_UKTK_366(51/03/06)_Glasgow Argyle Street
VOCO_K104,0328E745D3,Fragrance,ST_UKTK_366(51/03/06)_Glasgow Argyle Street
VOCO_K109,0328E87314,Fragrance,ST_UKTK_366(51/03/06)_Glasgow Argyle Street
VOCO_K101,0328E87316,Gold Label Handbags 1,ST_UKTK_366(51/03/06)_Glasgow Argyle Street
VOCO_K102,0328E88C2B,Mens Gold label,ST_UKTK_366(51/03/06)_Glasgow Argyle Street
VOCO_K107,0328E7BE00,Fragrance,ST_UKTK_368(23/03/03)_Luton
VOCO_K103,0328E9CDD7,Fragrance,ST_UKTK_368(23/03/03)_Luton
VOCO_K109,0328E40816,Handbags,ST_UKTK_368(23/03/03)_Luton
VOCO_K101,0328E840F1,Handbags 1,ST_UKTK_368(23/03/03)_Luton
VOCO_K102,0328E841AC,Handbags 2,ST_UKTK_368(23/03/03)_Luton
VOCO_K105,0328E84166,Handbags 4,ST_UKTK_368(23/03/03)_Luton
VOCO_K104,0328E842CE,Handbags 5,ST_UKTK_368(23/03/03)_Luton
VOCO_K106,0328E842B7,Handbags 6,ST_UKTK_368(23/03/03)_Luton
VOCO_K107,0328EA118E,Click & Collect 2,ST_UKTK_370(35/04/04)_Gracechurch Street- 1
VOCO_K104,0328EA138A,Click and Collect 1,ST_UKTK_370(35/04/04)_Gracechurch Street- 1
VOCO_K112,0328EA1179,Click and Collect 3,ST_UKTK_370(35/04/04)_Gracechurch Street- 1
VOCO_K110,0328EA136E,Fragrance 1,ST_UKTK_370(35/04/04)_Gracechurch Street- 1
VOCO_K101,0328D2FA27,Handbags 1,ST_UKTK_370(35/04/04)_Gracechurch Street- 1
VOCO_K102,0328E84042,Handbags 2,ST_UKTK_370(35/04/04)_Gracechurch Street- 1
VOCO_K103,02EB63CB1F,Jewellery 1,ST_UKTK_370(35/04/04)_Gracechurch Street- 1
VOCO_K105,0328E32809,Men gold label,ST_UKTK_370(35/04/04)_Gracechurch Street- 1
VOCO_K111,0328E840E9,Mens Outerwear,ST_UKTK_370(35/04/04)_Gracechurch Street- 1
VOCO_K109,0328EA116B,Womens Gold Label,ST_UKTK_370(35/04/04)_Gracechurch Street- 1
VOCO_K108,0328EA10FA,Womens Outerwear 1 ,ST_UKTK_370(35/04/04)_Gracechurch Street- 1
VOCO_K113,0328E9CDE5,Womens Outerwear 2,ST_UKTK_370(35/04/04)_Gracechurch Street- 1
VOCO_K104,0328E9CE5E,Fragrance,ST_UKTK_375(23/02/04)_Crewe
VOCO_K103,0328E87149,Jewellery,ST_UKTK_375(23/02/04)_Crewe
VOCO_K103,0328E9CD64,Fragrance,ST_UKTK_378(20/1)_Folkestone
VOCO_K101,0328E743CA,Click and Collect,ST_UKTK_379(23/3)_New Cross
VOCO_K103,0328E9CF72,Fragrance 1,ST_UKTK_379(23/3)_New Cross
VOCO_K102,0328D33A35,Jewellery,ST_UKTK_379(23/3)_New Cross
VOCO_K103,0328D3438F,Fragrance,ST_UKTK_380(20/2)_Newport Isle Of Wight
VOCO_K102,0328E7BB3F,Fragrance,ST_UKTK_380(20/2)_Newport Isle Of Wight
VOCO_K101,0328D2FA9A,Fragrance 3,ST_UKTK_380(20/2)_Newport Isle Of Wight
VOCO_K104,0328E870D8,fragrance 2,ST_UKTK_380(20/2)_Newport Isle Of Wight
VOCO_K101,0328E74518,Click and Collect,ST_UKTK_381(41/02/06)_Brighton North Street
VOCO_K105,0328E842F6,Fragrance,ST_UKTK_381(41/02/06)_Brighton North Street
VOCO_K107,0328E87315,Gold Label Handbags ,ST_UKTK_381(41/02/06)_Brighton North Street
VOCO_K111,0328E88C8C,Handbag 8,ST_UKTK_381(41/02/06)_Brighton North Street
VOCO_K106,0328E842BD,Handbags 3,ST_UKTK_381(41/02/06)_Brighton North Street
VOCO_K109,0328E842A0,Handbags 6,ST_UKTK_381(41/02/06)_Brighton North Street
VOCO_K110,0328E88C7F,Handbags 7,ST_UKTK_381(41/02/06)_Brighton North Street
VOCO_K102,0328E8939E,Mens gold label,ST_UKTK_381(41/02/06)_Brighton North Street
VOCO_K101,0328E7B770,Click & Collect 2,ST_UKTK_382(35/04/06)_Brixton
VOCO_K103,0328E7B843,Click and Collect,ST_UKTK_382(35/04/06)_Brixton
VOCO_K102,0328E843DD,Fragrance,ST_UKTK_382(35/04/06)_Brixton
VOCO_K107,0328E841A8,Handbags 1,ST_UKTK_382(35/04/06)_Brixton
VOCO_K108,0328E843C6,Handbags 2,ST_UKTK_382(35/04/06)_Brixton
VOCO_K109,0328E840AE,Handbags 3,ST_UKTK_382(35/04/06)_Brixton
VOCO_K104,0328E88CD1,Handbags 4,ST_UKTK_382(35/04/06)_Brixton
VOCO_K105,0328E7B72B,Handbags 6,ST_UKTK_382(35/04/06)_Brixton
VOCO_K110,0328EA1090,Sales Floor 1,ST_UKTK_382(35/04/06)_Brixton
VOCO_K106,0328E842C0,Sales Floor 2,ST_UKTK_382(35/04/06)_Brixton
VOCO_K111,0328EA1124,Sales Floor 3,ST_UKTK_382(35/04/06)_Brixton
VOCO_K101,0328E87152,Click and Collect 1,ST_UKTK_384(25/3)_Woolwich
VOCO_K103,0328E87047,Click and Collect 3,ST_UKTK_384(25/3)_Woolwich
VOCO_K105,0328E9CD1D,Click and Collect 4,ST_UKTK_384(25/3)_Woolwich
VOCO_K104,0328E7BB1B,Click and collect 2,ST_UKTK_384(25/3)_Woolwich
VOCO_K102,0328E871E5,Fragrance 1,ST_UKTK_384(25/3)_Woolwich
VOCO_K107,0328EA1118,Fragrance 2,ST_UKTK_384(25/3)_Woolwich
VOCO_K106,0328EA74E3,Fragrance 3,ST_UKTK_384(25/3)_Woolwich
VOCO_K103,0328E8700C,Click and Collect 2,ST_UKTK_385(24/3)_London Colney
VOCO_K102,0328E7B830,Fragrance 2,ST_UKTK_385(24/3)_London Colney
VOCO_K101,0328E87028,Handbags,ST_UKTK_385(24/3)_London Colney
VOCO_K103,0328D33964,Click and Collect,ST_UKTK_386(25/2/4)_Guiseley
VOCO_K104,0328E86B66,Fragrance,ST_UKTK_386(25/2/4)_Guiseley
VOCO_K105,0328E870F2,Fragrance,ST_UKTK_386(25/2/4)_Guiseley
VOCO_K102,0328D3395A,Jewellery 1,ST_UKTK_386(25/2/4)_Guiseley
VOCO_K101,0328D3396D,Sales Floor 1,ST_UKTK_386(25/2/4)_Guiseley
VOCO_K105,0328E7B7C4,Click and Collect,ST_UKTK_387(20/02/02)_Waltham Abbey
VOCO_K102,0328E7BB56,Fragrance,ST_UKTK_387(20/02/02)_Waltham Abbey
VOCO_K104,0328E405CC,Till,ST_UKTK_387(20/02/02)_Waltham Abbey
VOCO_K102,0328E9CD4E,Changing Room,ST_UKTK_390(20/1)_Bury St Edmunds
VOCO_K103,0328E9CEB6,Fragrance 1,ST_UKTK_390(20/1)_Bury St Edmunds
VOCO_K101,0328E7B9A8,Sales Floor 1,ST_UKTK_390(20/1)_Bury St Edmunds
VOCO_K103,0328D842F3,Click and Collect,ST_UKTK_391(23/03/02)_Balham
VOCO_K102,0328E87070,Fragrance 1,ST_UKTK_391(23/03/02)_Balham
VOCO_K101,0328E7B9FE,Jewellery ,ST_UKTK_391(23/03/02)_Balham
VOCO_K104,0328EA136F,Click & Collect,ST_UKTK_392(25/3)_Twickenham
VOCO_K103,0328E86B78,Fragrance 1,ST_UKTK_392(25/3)_Twickenham
VOCO_K103,0328EA7567,Click and collect,ST_UKTK_393(20/2)_Stirling
VOCO_K102,0328E9CCA5,Fragrance 1,ST_UKTK_393(20/2)_Stirling
VOCO_K101,0328DF03BB,Jewellery,ST_UKTK_394(20/2)_Chesterfield
VOCO_K102,0328E9CC32,Jewellery,ST_UKTK_394(20/2)_Chesterfield
VOCO_K108,0328DF03D4,Sales Floor 4,ST_UKTK_394(20/2)_Chesterfield
VOCO_K103,0328DAC098,Click and Collect,ST_UKTK_395(25/03/04)_Stratford Upon Avon
VOCO_K101,0328DAC09B,Fragrance 1,ST_UKTK_395(25/03/04)_Stratford Upon Avon
VOCO_K104,0328E7BB0C,Fragrance 2,ST_UKTK_395(25/03/04)_Stratford Upon Avon
VOCO_K102,0328E8943A,Jewellery,ST_UKTK_395(25/03/04)_Stratford Upon Avon
VOCO_K103,0328E7B924,Click and Collect,ST_UKTK_398(23/02/04)_Reading Gate
VOCO_K101,0328E7BAA8,Fragrance,ST_UKTK_398(23/02/04)_Reading Gate
VOCO_K107,0328E9CF11,Fragrance 2,ST_UKTK_398(23/02/04)_Reading Gate
VOCO_K105,0328E9CED0,Handbags 1,ST_UKTK_398(23/02/04)_Reading Gate
VOCO_K106,0328E9CCBA,Handbags 2,ST_UKTK_398(23/02/04)_Reading Gate
VOCO_K102,02EB63D280,Jewellery 1,ST_UKTK_398(23/02/04)_Reading Gate
VOCO_K104,0328D2FA18,Jewellery 2,ST_UKTK_398(23/02/04)_Reading Gate
VOCO_K101,0328E872AD,Click and Collect,ST_UKTK_399(24/5/4)_Bath
VOCO_K103,0328E88BD1,Click and Collect 2,ST_UKTK_399(24/5/4)_Bath
VOCO_K106,0328E7BDC0,Fragrance,ST_UKTK_399(24/5/4)_Bath
VOCO_K105,0328E872AA,Fragrance,ST_UKTK_399(24/5/4)_Bath
VOCO_K102,02EB63CF32,Jewellery 1,ST_UKTK_399(24/5/4)_Bath
VOCO_K104,0328E87018,Jewellery 2,ST_UKTK_399(24/5/4)_Bath
VOCO_K102,0328E9CD6D,Fragrance,ST_UKTK_400(20/1)_Camberley
VOCO_K101,0328D2FAF9,Sales Floor 1,ST_UKTK_400(20/1)_Camberley
VOCO_K109,0328E8942A,Click and Collect,ST_UKTK_401(23/03/04)_Hayes
VOCO_K108,0328E893C8,Handbags 2,ST_UKTK_401(23/03/04)_Hayes
VOCO_K102,02EB63CE66,Jewellery 1,ST_UKTK_401(23/03/04)_Hayes
VOCO_K103,0328E9CCB4,,ST_UKTK_401(23/03/04)_Hayes
VOCO_K101,03603563F6,Click & Collect,ST_UKTK_402(30/02/04)_Harringay
VOCO_K104,0328E9CDC2,Click and Collect 1,ST_UKTK_402(30/02/04)_Harringay
VOCO_K107,0328E8712A,Fragrance,ST_UKTK_402(30/02/04)_Harringay
VOCO_K102,0328EA1166,Mens Outerwear,ST_UKTK_402(30/02/04)_Harringay
VOCO_K103,0328EA1153,Womens gold label,ST_UKTK_402(30/02/04)_Harringay
VOCO_K106,0328E9CD05,click&collect,ST_UKTK_402(30/02/04)_Harringay
VOCO_K105,0328EA119A,,ST_UKTK_402(30/02/04)_Harringay
VOCO_K103,0328E40640,Click and Collect,ST_UKTK_404(20/2)_Edinburgh Hermiston
VOCO_K101,0328E7BB31,Fragrance,ST_UKTK_404(20/2)_Edinburgh Hermiston
VOCO_K101,0328E9CCA4,Fragrance 1,ST_UKTK_405(20/1)_Keighley
VOCO_K101,0328EA73D4,click & collect,ST_UKTK_406(25/02/03)_Orpington
VOCO_K103,0328EA73A9,fragrance,ST_UKTK_406(25/02/03)_Orpington
VOCO_K102,0328EA7509,jewellery,ST_UKTK_406(25/02/03)_Orpington
VOCO_K101,0328E7B7E6,Fragrance 1,ST_UKTK_408(47_02_05)_Covent Garden
VOCO_K109,0328E8407E,Fragrance 2,ST_UKTK_408(47_02_05)_Covent Garden
VOCO_K113,0328E84082,Fragrance 3,ST_UKTK_408(47_02_05)_Covent Garden
VOCO_K104,0328E7B836,Gold Label Handbags,ST_UKTK_408(47_02_05)_Covent Garden
VOCO_K105,0328E842C1,Handbags 1,ST_UKTK_408(47_02_05)_Covent Garden
VOCO_K106,0328E840CF,Handbags 2,ST_UKTK_408(47_02_05)_Covent Garden
VOCO_K107,0328E840FA,Handbags 3,ST_UKTK_408(47_02_05)_Covent Garden
VOCO_K108,0328E840F9,Handbags 4,ST_UKTK_408(47_02_05)_Covent Garden
VOCO_K110,0328E840EA,Handbags 5,ST_UKTK_408(47_02_05)_Covent Garden
VOCO_K112,0328E84162,Handbags 7,ST_UKTK_408(47_02_05)_Covent Garden
VOCO_K103,0328EA1184,Mens gold label,ST_UKTK_408(47_02_05)_Covent Garden
VOCO_K101,0328E32818,Click and Collect 1,ST_UKTK_409(23/03/04)_Hove
VOCO_K102,0328E32502,Fragrance 1,ST_UKTK_409(23/03/04)_Hove
VOCO_K105,0328E89374,Frangrance,ST_UKTK_410(25/2)_Giltbrook
VOCO_K104,0328E89339,click and collect,ST_UKTK_410(25/2)_Giltbrook
VOCO_K103,0328DABBFB,Click and Collect,ST_UKTK_411(23/03/04)_Eastbourne
VOCO_K101,0328DABC19,Sales Floor 1,ST_UKTK_411(23/03/04)_Eastbourne
VOCO_K103,0328EA1200,Click & Collect,ST_UKTK_413(20/01/04)_Leigh
VOCO_K111,0328E86FFC,Click and Collect 1,ST_UKTK_414(66/03/04)_Stratford Westfield
VOCO_K106,0328E7B8F7,Click and Collect 2,ST_UKTK_414(66/03/04)_Stratford Westfield
VOCO_K112,0328E87126,Fragrance,ST_UKTK_414(66/03/04)_Stratford Westfield
VOCO_K107,0328E87078,Fragrance 2,ST_UKTK_414(66/03/04)_Stratford Westfield
VOCO_K117,0328E9CECD,Fragrance 3,ST_UKTK_414(66/03/04)_Stratford Westfield
VOCO_K104,0328E87040,Gold Label Handbags 1,ST_UKTK_414(66/03/04)_Stratford Westfield
VOCO_K110,0328E7B841,Gold Label Handbags 2,ST_UKTK_414(66/03/04)_Stratford Westfield
VOCO_K116,0328EA1413,Gold Label Handbags 3,ST_UKTK_414(66/03/04)_Stratford Westfield
VOCO_K113,0328E87086,Handbags 1,ST_UKTK_414(66/03/04)_Stratford Westfield
VOCO_K102,0328E8418F,Handbags 2,ST_UKTK_414(66/03/04)_Stratford Westfield
VOCO_K103,0328E843B5,Handbags 3,ST_UKTK_414(66/03/04)_Stratford Westfield
VOCO_K101,0328E87095,Handbags 4,ST_UKTK_414(66/03/04)_Stratford Westfield
VOCO_K108,0328E8408A,Handbags 5,ST_UKTK_414(66/03/04)_Stratford Westfield
VOCO_K109,0328E843E7,Handbags 6,ST_UKTK_414(66/03/04)_Stratford Westfield
VOCO_K115,0328EA11B0,Mens Outerwear,ST_UKTK_414(66/03/04)_Stratford Westfield
VOCO_K105,0328E86FF6,Mens gold label,ST_UKTK_414(66/03/04)_Stratford Westfield
VOCO_K114,0328EA11C3,Womens Outerwear,ST_UKTK_414(66/03/04)_Stratford Westfield
VOCO_K103,0328E74522,Click and Collect,ST_UKTK_415(20/02/04)_Bishop Auckland
VOCO_K104,0328E9CCFE,Fragrance 1,ST_UKTK_415(20/02/04)_Bishop Auckland
VOCO_K103,0328E87268,Click and Collect,ST_UKTK_416(20/2)_Hull Kingswood
VOCO_K104,0328E86BCF,Fragrance,ST_UKTK_416(20/2)_Hull Kingswood
VOCO_K101,0328E86F8F,Sales Floor 1,ST_UKTK_416(20/2)_Hull Kingswood
VOCO_K103,0328E9CCA1,Fragrance 1,ST_UKTK_417(20/2)_Chester Grosvenor Square
VOCO_K105,0328E86BB2,Click and Collect,ST_UKTK_418(28/03/04)_Basildon
VOCO_K104,0328E86B94,Fragrance,ST_UKTK_418(28/03/04)_Basildon
VOCO_K101,0328E9CF12,Handbags,ST_UKTK_418(28/03/04)_Basildon
VOCO_K103,02EB63D1C6,Click and Collect,ST_UKTK_419(23/03/04)_Taplow
VOCO_K104,0328E86FB1,Fragrance 1,ST_UKTK_419(23/03/04)_Taplow
VOCO_K105,0328E871DD,Handbags,ST_UKTK_419(23/03/04)_Taplow
VOCO_K106,0328E9CCB3,Handbags,ST_UKTK_419(23/03/04)_Taplow
