device_id,ipei,device_location,location_name
VOCO_K107,0328E870E8,Fragrance 3,ST_UKTK_127(41/03/04)_Leeds
VOCO_K106,0328E84044,Gold Label Handbag 1,ST_UKTK_127(41/03/04)_Leeds
VOCO_K104,0328E744B4,Sales Floor 1,ST_UKTK_127(41/03/04)_Leeds
VOCO_K105,0328E840C5,Sales Floor 2,ST_UKTK_127(41/03/04)_Leeds
VOCO_K109,0328EA1115,Sales floor 3,ST_UKTK_127(41/03/04)_Leeds
VOCO_K102,0328E7BE0B,Click and Collect 1,ST_UKTK_128(25/02/04)_Cheltenham
VOCO_K101,0328D34342,Fragrance 1,ST_UKTK_128(25/02/04)_Cheltenham
VOCO_K103,0328D33AF0,Fragrance 2,ST_UKTK_128(25/02/04)_Cheltenham
VOCO_K104,0328EA1315,Jewellery 1,ST_UKTK_128(25/02/04)_Cheltenham
VOCO_K103,0328D3397A,Click and Collect,ST_UKTK_130(25/02/04)_Lincoln
VOCO_K104,0328E9CCAB,Fragrance,ST_UKTK_130(25/02/04)_Lincoln
VOCO_K102,0328D33970,Jewellery 1,ST_UKTK_130(25/02/04)_Lincoln
VOCO_K101,0328D33951,Sales Floor 1,ST_UKTK_130(25/02/04)_Lincoln
VOCO_K103,0328EA741F,Click and Collect,ST_UKTK_131(15/1)_Sheffield Wadsley Bridge
VOCO_K101,0328E9CC9B,Fragrance 1,ST_UKTK_131(15/1)_Sheffield Wadsley Bridge
VOCO_K101,0328E742A2,Click and collect,ST_UKTK_135(20/3/4)_Team Valley
VOCO_K102,0328DABB28,Fragrance,ST_UKTK_135(20/3/4)_Team Valley
VOCO_K109,0328DAC0B9,Home Dept,ST_UKTK_135(20/3/4)_Team Valley
VOCO_K103,0328EA13AA,Fragrance,ST_UKTK_136(20/03/04)_Falkirk
VOCO_K102,0328E327DC,Sales Floor 1,ST_UKTK_136(20/03/04)_Falkirk
VOCO_K104,0328E8947D,Click and Collect,ST_UKTK_138(41/03/10)_Cardiff
VOCO_K103,0328E894A2,Fragrance,ST_UKTK_138(41/03/10)_Cardiff
VOCO_K106,0328E89369,Jewellery,ST_UKTK_138(41/03/10)_Cardiff
VOCO_K102,0328E9CD08,Fragrance,ST_UKTK_139(20/1)_Carmarthen
VOCO_K101,0328E86FB7,Click and Collect,ST_UKTK_140(23/03/02)_Ipswich
VOCO_K104,0328E86D9E,Fragrance,ST_UKTK_140(23/03/02)_Ipswich
VOCO_K102,0328E86FD8,Jewellery 1,ST_UKTK_140(23/03/02)_Ipswich
VOCO_K103,0328E86FC9,Jewellery 2,ST_UKTK_140(23/03/02)_Ipswich
VOCO_K101,0328E86F7B,Jewellery,ST_UKTK_143(20/3)_Bury
VOCO_K102,0328E9CD32,Click and Collect,ST_UKTK_146(20/01/03)_Carlisle
VOCO_K101,0328EA1211,Fragrance,ST_UKTK_146(20/01/03)_Carlisle
VOCO_K101,0328E7B8DC,Sales Floor 1,ST_UKTK_147(20/1)_Wrexham
VOCO_K101,0328E9CE5D,Fragrance,ST_UKTK_148_Middlesbrough N/S 20/02/04
VOCO_K104,0328E894CA,Fragrance 1,ST_UKTK_149(35/02/04)_Dundee
VOCO_K102,0328E9CE54,Fragrance 2,ST_UKTK_149(35/02/04)_Dundee
VOCO_K101,0328D338AE,Sales Floor 1,ST_UKTK_149(35/02/04)_Dundee
VOCO_K103,0328E0F70D,Click and Collect,ST_UKTK_151(20/02/03)_Newbury
VOCO_K102,0328E9CC4D,Fragrance,ST_UKTK_151(20/02/03)_Newbury
VOCO_K101,0328D343E8,Sales Floor 1,ST_UKTK_151(20/02/03)_Newbury
VOCO_K103,0328E7B6CA,Click and Collect,ST_UKTK_154(25/03/03)_Telford
VOCO_K101,0328EA138B,Fragrance,ST_UKTK_154(25/03/03)_Telford
VOCO_K104,0328E0F63B,Sales Floor 1,ST_UKTK_154(25/03/03)_Telford
VOCO_K103,0328DAC07B,Click and Collect,ST_UKTK_155(20/1)_Salford
VOCO_K101,0328E9CEA9,Fragrance,ST_UKTK_155(20/1)_Salford
VOCO_K101,0328E8702E,Click and Collect,ST_UKTK_157(30/02/04)_Southend
VOCO_K103,0328E0F57C,Fragrance 1,ST_UKTK_157(30/02/04)_Southend
VOCO_K106,0328E89298,Click and Collect,ST_UKTK_158(23/03/02)_St Albans
VOCO_K102,02EB63D3D0,Click and Collect 2,ST_UKTK_158(23/03/02)_St Albans
VOCO_K101,0328E892A8,Fragrance,ST_UKTK_158(23/03/02)_St Albans
VOCO_K102,0328E9CD0D,Fragrance,ST_UKTK_159(20/1)_Kirkcaldy
VOCO_K101,0328D33A0B,Sales Floor 1,ST_UKTK_159(20/1)_Kirkcaldy
VOCO_K103,0328E40929,Click and Collect,ST_UKTK_162(23/03/02)_Craigavon
VOCO_K102,0328E9CF22,Fragrance,ST_UKTK_162(23/03/02)_Craigavon
VOCO_K101,0328EA10CA,Click and Collect,ST_UKTK_163(30/02/04)_Bradford
VOCO_K103,0328E86BBA,Fragrance,ST_UKTK_163(30/02/04)_Bradford
VOCO_K102,0328E87111,Sales floor,ST_UKTK_163(30/02/04)_Bradford
VOCO_K104,0328EA73D2,Fragrance,ST_UKTK_164(23/03/04)_Hereford
VOCO_K102,0328EA750C,Fragrance 3,ST_UKTK_164(23/03/04)_Hereford
VOCO_K102,0328E40728,Jewellery 1,ST_UKTK_165(15/2)_Coatbridge
VOCO_K101,0328D33B11,Sales Floor 1,ST_UKTK_165(15/2)_Coatbridge
VOCO_K103,0328E0F674,Click and Collect,ST_UKTK_166(20/02/07)_Barnsley
VOCO_K102,0328E9CEA5,Fragrance,ST_UKTK_166(20/02/07)_Barnsley
VOCO_K101,0328E0F666,Sales Floor 1,ST_UKTK_166(20/02/07)_Barnsley
VOCO_K102,0328EA13C8,Fragrance,ST_UKTK_167(20/1)_Warrington
VOCO_K106,0328E86FA7,Click and Collect,ST_UKTK_168(48/4)_Kingston
VOCO_K102,0328E840A1,Click and collect,ST_UKTK_168(48/4)_Kingston
VOCO_K105,0328EA73F4,Fragrance,ST_UKTK_168(48/4)_Kingston
VOCO_K101,0328E74299,Gold Label Handbags,ST_UKTK_168(48/4)_Kingston
VOCO_K103,0328E88C66,Sales Floor 1,ST_UKTK_168(48/4)_Kingston
VOCO_K107,0328E74579,Sales Floor 2,ST_UKTK_168(48/4)_Kingston
VOCO_K104,0328EA73FB,Sales floor 2,ST_UKTK_168(48/4)_Kingston
VOCO_K101,0328E9CEFA,Click and Collect,ST_UKTK_170(30/02/05)_Bletchley
VOCO_K103,0328EA10D9,Fragrance 1,ST_UKTK_170(30/02/05)_Bletchley
VOCO_K101,0328EA13BB,Fragrance,ST_UKTK_171(20/02/03)_Burton
VOCO_K102,0328DF05FD,click&collect,ST_UKTK_171(20/02/03)_Burton
VOCO_K103,0328E7BE19,Fragrance,ST_UKTK_174(20/01/02)_Andover
VOCO_K102,0328E7B8B0,Jewellery 1,ST_UKTK_174(20/01/02)_Andover
VOCO_K101,0328D33A37,Sales Floor 1,ST_UKTK_174(20/01/02)_Andover
VOCO_K104,0328E86F7A,Click and Collect,ST_UKTK_179(25/3)_Wolverhampton
VOCO_K106,0328E86FA4,Fragrance,ST_UKTK_179(25/3)_Wolverhampton
VOCO_K101,0328EA138F,Fragrance 2,ST_UKTK_179(25/3)_Wolverhampton
VOCO_K105,0328E89315,Jewellery,ST_UKTK_179(25/3)_Wolverhampton
VOCO_K101,0328E9CD17,Click and Collect,ST_UKTK_180(20/2)_Worthing
VOCO_K104,0328E8937E,Fragrance 1,ST_UKTK_180(20/2)_Worthing
VOCO_K103,0328E9CF17,Click and Collect,ST_UKTK_181(20/1/5)_Wakefield
VOCO_K102,0328E329E2,Jewellery 1,ST_UKTK_181(20/1/5)_Wakefield
VOCO_K101,0328E32155,Sales Floor 1,ST_UKTK_181(20/1/5)_Wakefield
VOCO_K102,0328E7BA26,Click and Collect 2,ST_UKTK_182(20/03/03)_Castle Vale
VOCO_K101,0328E7BA07,Click and Collect 3,ST_UKTK_182(20/03/03)_Castle Vale
VOCO_K103,0328E7BB08,Fragrance,ST_UKTK_182(20/03/03)_Castle Vale
VOCO_K102,0328E9CD2C,Fragrance,ST_UKTK_185(20/1)_Torquay
VOCO_K101,0328E3285C,Sales Floor 1,ST_UKTK_185(20/1)_Torquay
VOCO_K101,0328E9CF2F,Fragrance 1,ST_UKTK_186(20/02/03)_Inverness
VOCO_K105,0328D33849,Click and Collect,ST_UKTK_187(23/03/02)_Bexleyheath
VOCO_K102,0328E7BD88,Fragrance,ST_UKTK_187(23/03/02)_Bexleyheath
VOCO_K104,0328E9CD4D,Handbags,ST_UKTK_187(23/03/02)_Bexleyheath
VOCO_K103,0328E9CD5E,Handbags,ST_UKTK_187(23/03/02)_Bexleyheath
VOCO_K101,0328E87004,Jewellery,ST_UKTK_187(23/03/02)_Bexleyheath
VOCO_K103,0328E9CF24,Fragrance,ST_UKTK_188(20/2/4)_Birkenhead
VOCO_K101,0328E9CF2C,Fragrance,ST_UKTK_189(15/1)_Runcorn
VOCO_K102,0328E892A9,click and collect,ST_UKTK_189(15/1)_Runcorn
VOCO_K103,0328DEFF2A,Click and Collect,ST_UKTK_193(20/1)_Redditch
VOCO_K101,0328E744B0,Click and Collect,ST_UKTK_194(20/01/03)_Perth
VOCO_K102,0328E9CD0B,Fragrance,ST_UKTK_194(20/01/03)_Perth
VOCO_K101,0328D2FA4E,Click and Collect,ST_UKTK_195(23/03/02)_Chilwell
VOCO_K103,0328DF03DD,Click and Collect,ST_UKTK_195(23/03/02)_Chilwell
VOCO_K102,0328E86F6C,Click and Collect,ST_UKTK_196(23/3)_Colchester
VOCO_K105,0328E9CD41,Fragrance,ST_UKTK_196(23/3)_Colchester
VOCO_K104,0328E9CBEA,Handbags,ST_UKTK_196(23/3)_Colchester
VOCO_K103,0328E86FB3,jewellery,ST_UKTK_196(23/3)_Colchester
VOCO_K101,0328E9CD2E,Click and Collect,ST_UKTK_199(20/01/03)_Grimsby
VOCO_K103,0328EA139C,Fragrance ,ST_UKTK_199(20/01/03)_Grimsby
VOCO_K102,0328EA76CA,Fragrance,ST_UKTK_200(20/01/03)_Rochdale
VOCO_K101,0328E7B9C8,Sales Floor 1,ST_UKTK_200(20/01/03)_Rochdale
VOCO_K101,0328DEFF31,Click & Collect,ST_UKTK_201(20/1)_Aberdeen
VOCO_K102,0328EA76AA,Fragrance,ST_UKTK_201(20/1)_Aberdeen
VOCO_K101,0328E3250E,Click & Collect,ST_UKTK_202(20/03/03)_Burnley
VOCO_K104,0328E9CE41,Fragrance,ST_UKTK_202(20/03/03)_Burnley
VOCO_K102,0328DDFE94,Handbags 4,ST_UKTK_202(20/03/03)_Burnley
VOCO_K103,0328E7B8A4,C&C,ST_UKTK_203(30/01/03)_Cheadle
VOCO_K108,0328E9CC5B,Click and Collect,ST_UKTK_203(30/01/03)_Cheadle
VOCO_K104,0328E408D8,Fragrance,ST_UKTK_203(30/01/03)_Cheadle
VOCO_K109,0328EA6462,Fragrance,ST_UKTK_203(30/01/03)_Cheadle
VOCO_K105,0328E408F1,Gold Label Handbags,ST_UKTK_203(30/01/03)_Cheadle
VOCO_K107,0328EA649A,Gold Label Handbags,ST_UKTK_203(30/01/03)_Cheadle
VOCO_K103,0328EA10FC,Click and Collect 1,ST_UKTK_204(20/01/03)_Kilmarnock
VOCO_K102,0328E9CD71,Fragrance,ST_UKTK_204(20/01/03)_Kilmarnock
VOCO_K102,0328E88BD4,Click and Collect,ST_UKTK_205(23/03/02)_Newry
VOCO_K101,0328E9CE43,Fragrance,ST_UKTK_205(23/03/02)_Newry
VOCO_K104,0328E7B765,Jewellery 2,ST_UKTK_205(23/03/02)_Newry
VOCO_K103,0328E7BDF0,Click and Collect,ST_UKTK_207(20/3)_Selly Oak
VOCO_K106,0328E8919F,Click and Collect,ST_UKTK_207(20/3)_Selly Oak
VOCO_K101,0328E871D7,Fragrance,ST_UKTK_207(20/3)_Selly Oak
VOCO_K104,0328E9CE26,Fragrance,ST_UKTK_207(20/3)_Selly Oak
VOCO_K101,0328EA73FF,Click and Collect 1,ST_UKTK_208(20/2)_St Helens
VOCO_K103,0328EA73D5,Fragrance 1,ST_UKTK_208(20/2)_St Helens
VOCO_K102,0328E7B759,Sales Floor 2,ST_UKTK_208(20/2)_St Helens
VOCO_K101,02EB63CF29,Click and Collect,ST_UKTK_209(35/3/9)_Swindon
VOCO_K103,0328E326FF,Jewellery 1,ST_UKTK_209(35/3/9)_Swindon
VOCO_K105,0328E9CD04,Jewellery 2,ST_UKTK_209(35/3/9)_Swindon
VOCO_K102,02EB63D38B,Jewellery 1,ST_UKTK_210(23/03/02)_Epsom
VOCO_K101,02EB63D127,Sales Floor 1,ST_UKTK_210(23/03/02)_Epsom
VOCO_K103,0328E74297,Click and Collect,ST_UKTK_211(24/3/4)_Bolton -2
VOCO_K104,0328E9CF27,Fragrance 1,ST_UKTK_211(24/3/4)_Bolton -2
VOCO_K102,0328E7B6C0,Jewellery 1,ST_UKTK_211(24/3/4)_Bolton -2
VOCO_K101,0328E743E5,Sales Floor 1,ST_UKTK_211(24/3/4)_Bolton -2
VOCO_K102,0328EA13CE,Fragrance,ST_UKTK_213(23/03/04)_Waterlooville
VOCO_K104,0328E9CE47,Jewellery 1,ST_UKTK_213(23/03/04)_Waterlooville
VOCO_K101,0328D84284,Sales Floor 1,ST_UKTK_213(23/03/04)_Waterlooville
VOCO_K103,0328DEFE8C,click and collect,ST_UKTK_213(23/03/04)_Waterlooville
VOCO_K102,0328E871E3,Click and Collect,ST_UKTK_214(23/03/02)_Doncaster
VOCO_K101,0328E7B824,Fragrance,ST_UKTK_214(23/03/02)_Doncaster
VOCO_K103,0328EA76D1,Fragrance,ST_UKTK_214(23/03/02)_Doncaster
VOCO_K102,0328E9CEA6,Fragrance,ST_UKTK_215(20/1)_Scunthorpe
VOCO_K101,0328D3380D,Sales Floor 1,ST_UKTK_215(20/1)_Scunthorpe
VOCO_K102,0328E9CF25,Fragrance,ST_UKTK_216(25/02/06)_Huddersfield
VOCO_K101,0328D342D8,Sales Floor 1,ST_UKTK_216(25/02/06)_Huddersfield
VOCO_K106,0328E7BD9E,Fragrance,ST_UKTK_218(25/1)_Chester
VOCO_K102,0328E84297,Handbags 1,ST_UKTK_218(25/1)_Chester
VOCO_K103,0328E840D6,Handbags 2,ST_UKTK_218(25/1)_Chester
VOCO_K104,0328E84126,Handbags 3,ST_UKTK_218(25/1)_Chester
VOCO_K105,0328E843CB,Handbags 4,ST_UKTK_218(25/1)_Chester
VOCO_K101,0328E834A1,Fragrance 1,ST_UKTK_219(20/3)_Solihull Sears
VOCO_K103,0328EA138D,Fragrance,ST_UKTK_221(25/04/04)_Straiton
VOCO_K102,0328E407B0,Jewellery 1,ST_UKTK_221(25/04/04)_Straiton
VOCO_K101,0328E406C7,Sales Floor 1,ST_UKTK_221(25/04/04)_Straiton
VOCO_K102,0328EA13AF,Fragrance,ST_UKTK_223(20/1)_Rotherham (NEW)
VOCO_K101,0328E7B79A,Sales Floor 1,ST_UKTK_223(20/1)_Rotherham (NEW)
VOCO_K101,0328E87016,Click and Collect 1,ST_UKTK_225(20/2)_Truro
VOCO_K104,0328E9CD06,Fragrance,ST_UKTK_225(20/2)_Truro
VOCO_K103,0328E86FC7,Jewellery 1,ST_UKTK_225(20/2)_Truro
VOCO_K101,0328E8352C,Fragrance 1,ST_UKTK_226(20/3)_Poole
VOCO_K102,0328E9CEBF,Fragrance,ST_UKTK_228(20/1)_Dumfries
VOCO_K101,0328D339AC,Sales Floor 1,ST_UKTK_228(20/1)_Dumfries
VOCO_K102,0328E89242,Click and Collect,ST_UKTK_229(20/2)_Bangor
VOCO_K103,0328E9CF29,Fragrance,ST_UKTK_229(20/2)_Bangor
VOCO_K101,0328E89249,fitting rooms,ST_UKTK_229(20/2)_Bangor
VOCO_K103,0328E9CD15, Fragrance 1,ST_UKTK_230(30/02/03)_Exeter
VOCO_K102,0328E9CD21,Click and Collect,ST_UKTK_230(30/02/03)_Exeter
VOCO_K103,0328E325B8,Click and Collect,ST_UKTK_231(23/03/04)_Rugby
VOCO_K105,0328E9CEEC,Click and Collect,ST_UKTK_231(23/03/04)_Rugby
VOCO_K107,0328E9CF31,Fragrance,ST_UKTK_231(23/03/04)_Rugby
VOCO_K106,0328E9CEFD,Jewellery,ST_UKTK_231(23/03/04)_Rugby
VOCO_K104,0328DABC07,Sales Floor 1,ST_UKTK_231(23/03/04)_Rugby
VOCO_K103,0328E7B8BC,Click and Collect,ST_UKTK_232(23/02/04)_Tamworth
VOCO_K105,0328EA13C6,Fragrance,ST_UKTK_232(23/02/04)_Tamworth
VOCO_K102,0328EA137A,Fragrance,ST_UKTK_233(20/1)_Canterbury
VOCO_K101,0328E32555,Sales Floor 1,ST_UKTK_233(20/1)_Canterbury
VOCO_K104,0328E9CBCF,Click and Collect,ST_UKTK_235(20/3)_East Kilbride
VOCO_K105,0328E9CE14,Click and Collect,ST_UKTK_235(20/3)_East Kilbride
VOCO_K101,0328E9CD09,Fragrance,ST_UKTK_235(20/3)_East Kilbride
VOCO_K102,0328E86F99,Click and Collect 1,ST_UKTK_236(20/3)_Trafford Park
VOCO_K105,0328E86CD4,Fragrance 2,ST_UKTK_236(20/3)_Trafford Park
VOCO_K101,0328EA13CC,Fragrance,ST_UKTK_237(20/2/2)_Newport
VOCO_K104,0328EA11EB,Click and Collect,ST_UKTK_240(20/2)_Ashford
VOCO_K103,0328E7BD64,Fragrance,ST_UKTK_240(20/2)_Ashford
VOCO_K102,0328EA7413,Click and collect,ST_UKTK_241(23/03/04)_Boucher Rd
VOCO_K101,0328EA76B2,Fragrance,ST_UKTK_241(23/03/04)_Boucher Rd
VOCO_K102,0328E9CE38,Click and Collect 1,ST_UKTK_242(25/2)_Bristol Cribbs Causeway
VOCO_K104,0328E7436C,Fragrance 1,ST_UKTK_242(25/2)_Bristol Cribbs Causeway
VOCO_K101,0328E86DBE,Click and Collect,ST_UKTK_243(25/2)_Chelmsford
VOCO_K101,0328EA13B3,Fragrance,ST_UKTK_245(20/1)_Loughborough
VOCO_K102,0328E32559,Jewellery 1,ST_UKTK_245(20/1)_Loughborough
VOCO_K104,02EB63CFCF,Click and Collect,ST_UKTK_246(28/03/02)_Northampton_2
VOCO_K101,0328E7B6D5,Fragrance 1,ST_UKTK_246(28/03/02)_Northampton_2
VOCO_K102,0328E9CDD5,Fragrance 2,ST_UKTK_246(28/03/02)_Northampton_2
VOCO_K105,0328E84047,Jewellery,ST_UKTK_246(28/03/02)_Northampton_2
VOCO_K101,0328E9CEA7,Click & Collect,ST_UKTK_247(20/02/03)_Scarborough
VOCO_K103,0328EA7447,Fragrance 1,ST_UKTK_247(20/02/03)_Scarborough
VOCO_K102,0328D3384B,Fragrance 1,ST_UKTK_248(20/1)_Kidderminster
VOCO_K101,0328E0F773,Click and Collect,ST_UKTK_250(20/3)_Norwich
VOCO_K102,0328E0F6B6,Click and Collect 2,ST_UKTK_250(20/3)_Norwich
VOCO_K104,0328E7BDF7,Fragrance,ST_UKTK_250(20/3)_Norwich
VOCO_K102,0328E9CF6F,Fragrance,ST_UKTK_251(20/1)_Craigleith
VOCO_K101,0328D337C7,Sales Floor 1,ST_UKTK_251(20/1)_Craigleith
VOCO_K105,0328D3392B,Assistance Required,ST_UKTK_252(20/2)_Sutton Coldfield
VOCO_K104,0328E8410A,Assistance Required,ST_UKTK_252(20/2)_Sutton Coldfield
VOCO_K103,0328E8411E,Click & Collect,ST_UKTK_252(20/2)_Sutton Coldfield
VOCO_K106,0328E9CEB4,Fragrance,ST_UKTK_252(20/2)_Sutton Coldfield
VOCO_K102,0328E8411F,Handbags 2,ST_UKTK_252(20/2)_Sutton Coldfield
VOCO_K105,0328E7B6A3,Jewellery,ST_UKTK_254(23/3)_Harlow
VOCO_K104,02EB63D1DB,Jewellery 2,ST_UKTK_254(23/3)_Harlow
VOCO_K102,02EB63D1CA,Mens Outerwear 2 ,ST_UKTK_254(23/3)_Harlow
VOCO_K101,0328E0F79D,Sales Floor 1,ST_UKTK_254(23/3)_Harlow
VOCO_K106,0328E7B920,Sales Floor 2,ST_UKTK_254(23/3)_Harlow
VOCO_K103,0328E87132,Click and Collect,ST_UKTK_255(25/03/04)_Sutton
VOCO_K101,0328E8707E,Jewellery,ST_UKTK_255(25/03/04)_Sutton
VOCO_K106,0328E893C7,Click and Collect 2,ST_UKTK_257(23/03/04)_Denton
VOCO_K107,0328EA1095,Fragrance,ST_UKTK_257(23/03/04)_Denton
VOCO_K101,0328E74324,Fragrance 1,ST_UKTK_257(23/03/04)_Denton
VOCO_K105,0328E74313,Fragrance 2,ST_UKTK_257(23/03/04)_Denton
VOCO_K104,0328E7BD6F,Fragrance cabinet,ST_UKTK_257(23/03/04)_Denton
VOCO_K102,0328E86F95,Jewellery,ST_UKTK_257(23/03/04)_Denton
VOCO_K103,0328E742A3,click and collect,ST_UKTK_257(23/03/04)_Denton
VOCO_K101,0328E7B840,Click & Collect ,ST_UKTK_258(20/1)_Ballymena
VOCO_K102,0328E9CE1E,Fragrance,ST_UKTK_258(20/1)_Ballymena
VOCO_K103,0328E8429E,Click and Collect,ST_UKTK_260(25/1)_Bedford Interchange Retail Park
VOCO_K105,0328E843CF,Handbags,ST_UKTK_260(25/1)_Bedford Interchange Retail Park
VOCO_K102,0328E8429A,Handbags 1,ST_UKTK_260(25/1)_Bedford Interchange Retail Park
VOCO_K101,0328D343E9,Handbags 3,ST_UKTK_260(25/1)_Bedford Interchange Retail Park
VOCO_K101,0328E7B78A,Click and Collect 2 ,ST_UKTK_261(23/3)_Aylesbury
VOCO_K105,0328E9CE1A,Fragrance,ST_UKTK_261(23/3)_Aylesbury
VOCO_K104,0328E320EE,Knife Cabinet,ST_UKTK_261(23/3)_Aylesbury
VOCO_K102,0328E7B6C2,sales_floor 1,ST_UKTK_261(23/3)_Aylesbury
VOCO_K101,0328D338AB,Fragrance,ST_UKTK_263(30/02/04)_Glasgow Fort
VOCO_K102,0328E7BB36,Jewellery 1,ST_UKTK_263(30/02/04)_Glasgow Fort
VOCO_K103,0328EA645D,Click and Collect ,ST_UKTK_264(20/1)_Crystal Peaks
VOCO_K102,0328E9CDFA,Fragrance,ST_UKTK_264(20/1)_Crystal Peaks
VOCO_K101,0328E74599,Sales Floor 1,ST_UKTK_264(20/1)_Crystal Peaks
VOCO_K102,0328E742B0,Click and Collect,ST_UKTK_267(25/02/03)_Swansea Morfa
VOCO_K101,0328E9CD12,Fragrance,ST_UKTK_267(25/02/03)_Swansea Morfa
VOCO_K103,0328E328F2,click&collect,ST_UKTK_267(25/02/03)_Swansea Morfa
VOCO_K102,0328E7BB43,Fragrance,ST_UKTK_269(20/01/03)_Elgin
VOCO_K101,0328E74321,Sales Floor 1,ST_UKTK_269(20/01/03)_Elgin
VOCO_K105,0328E4077C,Click and Collect,ST_UKTK_271(23/03/04)_Manchester The Fort
VOCO_K103,0328E86CA5,Fragrance,ST_UKTK_271(23/03/04)_Manchester The Fort
VOCO_K106,0328E9CC05,Handbags 2,ST_UKTK_271(23/03/04)_Manchester The Fort
VOCO_K102,0328DABB8B,Jewellery,ST_UKTK_271(23/03/04)_Manchester The Fort
VOCO_K101,0328E4077D,sales floor 2,ST_UKTK_271(23/03/04)_Manchester The Fort
VOCO_K102,0328E8701E,Click and Collect,ST_UKTK_272(20/3)_Dartford
VOCO_K101,0328E86CCE,Fragrance,ST_UKTK_272(20/3)_Dartford
VOCO_K104,0328E86FE2,Fragrance 2,ST_UKTK_272(20/3)_Dartford
VOCO_K103,0328E86FFD,Sales Floor ,ST_UKTK_272(20/3)_Dartford
VOCO_K102,0328E87063,Click and Collect 2,ST_UKTK_280(20/01/03)_Halifax -1
VOCO_K105,0328E9CE6E,Fragrance,ST_UKTK_280(20/01/03)_Halifax -1
VOCO_K104,0328E8707B,Sales Floor 1,ST_UKTK_280(20/01/03)_Halifax -1
VOCO_K102,0328E9CF15,Fragrance 1,ST_UKTK_281(15/1)_Prestatyn
VOCO_K102,0328E87286,Click and Collect,ST_UKTK_282(20/02/03)_Oldham
VOCO_K101,0328EA742C,Click and Collect,ST_UKTK_282(20/02/03)_Oldham
VOCO_K103,0328E9CF1D,Fragrance,ST_UKTK_282(20/02/03)_Oldham
VOCO_K105,0328EA7518,Handbags,ST_UKTK_282(20/02/03)_Oldham
VOCO_K103,0328E7B6DB,Click and Collect,ST_UKTK_284(30/02/03)_Beckton
VOCO_K106,0328E891BE,Fragrance 1,ST_UKTK_284(30/02/03)_Beckton
VOCO_K107,0328E894CD,Fragrance 2,ST_UKTK_284(30/02/03)_Beckton
VOCO_K102,0328E8712E,Gold Label Handbags,ST_UKTK_284(30/02/03)_Beckton
VOCO_K105,0328E8403C,Handbags 1,ST_UKTK_284(30/02/03)_Beckton
VOCO_K112,0328E7435D,Handbags 2,ST_UKTK_284(30/02/03)_Beckton
VOCO_K109,0328E9CE21,Handbags 4,ST_UKTK_284(30/02/03)_Beckton
VOCO_K110,0328E9CECF,Mens Jackets,ST_UKTK_284(30/02/03)_Beckton
VOCO_K101,0328E9CED2,Womens Jackets,ST_UKTK_284(30/02/03)_Beckton
VOCO_K104,0328EA74EA,Click and Collect,ST_UKTK_286(23/03/04)_Staines
VOCO_K102,0328EA7580,Fragrance,ST_UKTK_286(23/03/04)_Staines
VOCO_K101,0328EA7524,Jewellery,ST_UKTK_286(23/03/04)_Staines
VOCO_K103,0328EA7525,Sales Floor ,ST_UKTK_286(23/03/04)_Staines
VOCO_K103,0328E86CA9,Fragrance 1,ST_UKTK_287/654(20/03/05)_Lisnagelvin
VOCO_K104,0328EA12BC,Fragrance Cabinet,ST_UKTK_287/654(20/03/05)_Lisnagelvin
VOCO_K102,0328D33B0B,Jewellery 1,ST_UKTK_287/654(20/03/05)_Lisnagelvin
VOCO_K101,0328D33811,Sales Floor 1,ST_UKTK_287/654(20/03/05)_Lisnagelvin
VOCO_K103,0328EA73DF,Click and collect,ST_UKTK_288(30/02/05)_Leeds Crown Point
VOCO_K101,0328E8404F,Fragrance,ST_UKTK_288(30/02/05)_Leeds Crown Point
VOCO_K108,0328E89383,Jewellery,ST_UKTK_288(30/02/05)_Leeds Crown Point
VOCO_K102,0328E7B919,click and collect,ST_UKTK_288(30/02/05)_Leeds Crown Point
VOCO_K101,0328E7B8DD,Fragrance,ST_UKTK_294(20/2)_Byker
VOCO_K102,0328E8727A,Click and Collect,ST_UKTK_295(18/3)_Crawley
VOCO_K103,02EB63CD74,Click and collect 2,ST_UKTK_295(18/3)_Crawley
VOCO_K105,0328E8724F,Fragrance,ST_UKTK_295(18/3)_Crawley
VOCO_K101,0328EA13C4,Fragrance 2,ST_UKTK_295(18/3)_Crawley
VOCO_K101,0328D33874,Sales Floor 1,ST_UKTK_297(20/01/03)_Nuneaton
VOCO_K101,0328E9CE90,Fragrance,ST_UKTK_298(20/2/3)_Kings Lynn
VOCO_K106,0328E891B5,Click & Collect,ST_UKTK_299(41/03/05)_Nottingham Trinity Square
VOCO_K105,0328E891CB,Click & Collect,ST_UKTK_299(41/03/05)_Nottingham Trinity Square
VOCO_K107,0328E891CC,Click & Collect,ST_UKTK_299(41/03/05)_Nottingham Trinity Square
VOCO_K104,0328E88D16,Fragrance,ST_UKTK_299(41/03/05)_Nottingham Trinity Square
VOCO_K101,0328E89200,Fragrance,ST_UKTK_299(41/03/05)_Nottingham Trinity Square
VOCO_K101,0328E9CE61,Fragrance,ST_UKTK_300(20/1)_Blackburn
VOCO_K101,0328E9CE49,Fragrance 1,ST_UKTK_303(20/1)_Great Yarmouth
VOCO_K105,0328E9CC29,Click and Collect,ST_UKTK_306(30/01/03)_Stockton
