snapshot_file,processed_time
TJX_VCV33x0_2026-05-04_07-30-10.csv,2026-05-06T12:23:14.212655
TJX_VCV33x0_2026-05-04_08-30-10.csv,2026-05-06T12:23:14.212655
TJX_VCV33x0_2026-05-04_09-30-09.csv,2026-05-06T12:23:14.212655
TJX_VCV33x0_2026-05-04_10-30-09.csv,2026-05-06T12:23:14.212655
TJX_VCV33x0_2026-05-04_11-30-09.csv,2026-05-06T12:23:14.212655
TJX_VCV33x0_2026-05-04_12-30-09.csv,2026-05-06T12:23:14.212655
TJX_VCV33x0_2026-05-04_13-30-09.csv,2026-05-06T12:23:14.212655
TJX_VCV33x0_2026-05-04_14-30-09.csv,2026-05-06T12:23:14.212655
TJX_VCV33x0_2026-05-04_15-30-08.csv,2026-05-06T12:23:14.212655
TJX_VCV33x0_2026-05-04_16-30-09.csv,2026-05-06T12:23:14.212655
TJX_VCV33x0_2026-05-04_17-30-09.csv,2026-05-06T12:23:14.212655
TJX_VCV33x0_2026-05-04_18-30-09.csv,2026-05-06T12:23:14.212655
TJX_VCV33x0_2026-05-04_19-30-09.csv,2026-05-06T12:23:14.212655
TJX_VCV33x0_2026-05-04_20-30-09.csv,2026-05-06T12:23:14.212655
TJX_VCV33x0_2026-05-04_21-30-09.csv,2026-05-06T12:23:14.212655
TJX_VCV33x0_2026-05-04_22-30-09.csv,2026-05-06T12:23:14.212655
TJX_VCV33x0_2026-05-04_23-30-09.csv,2026-05-06T12:23:14.212655
TJX_VCV33x0_2026-05-05_00-30-10.csv,2026-05-06T12:23:14.212655
TJX_VCV33x0_2026-05-05_01-30-09.csv,2026-05-06T12:23:14.212655
TJX_VCV33x0_2026-05-05_02-30-09.csv,2026-05-06T12:23:14.212655
TJX_VCV33x0_2026-05-05_03-30-09.csv,2026-05-06T12:23:14.212655
TJX_VCV33x0_2026-05-05_04-30-09.csv,2026-05-06T12:23:14.212655
TJX_VCV33x0_2026-05-05_05-30-09.csv,2026-05-06T12:23:14.212655
TJX_VCV33x0_2026-05-05_06-30-09.csv,2026-05-06T12:23:14.212655
TJX_VCV33x0_2026-05-05_07-30-10.csv,2026-05-06T12:23:14.212655
TJX_VCV33x0_2026-05-05_08-30-17.csv,2026-05-06T12:23:14.212655
TJX_VCV33x0_2026-05-05_09-30-10.csv,2026-05-06T12:23:14.212655
TJX_VCV33x0_2026-05-05_10-30-10.csv,2026-05-06T12:23:14.212655
TJX_VCV33x0_2026-05-05_11-30-11.csv,2026-05-06T12:23:14.212655
TJX_VCV33x0_2026-05-05_12-30-10.csv,2026-05-06T12:23:14.212655
TJX_VCV33x0_2026-05-05_13-30-10.csv,2026-05-06T12:23:14.212655
TJX_VCV33x0_2026-05-05_14-30-10.csv,2026-05-06T12:23:14.212655
TJX_VCV33x0_2026-05-05_15-30-18.csv,2026-05-06T12:23:14.212655
TJX_VCV33x0_2026-05-05_16-30-10.csv,2026-05-06T12:23:14.212655
TJX_VCV33x0_2026-05-05_17-30-09.csv,2026-05-06T12:23:14.212655
TJX_VCV33x0_2026-05-05_18-30-09.csv,2026-05-06T12:23:14.212655
TJX_VCV33x0_2026-05-05_19-30-09.csv,2026-05-06T12:23:14.212655
TJX_VCV33x0_2026-05-05_20-30-09.csv,2026-05-06T12:23:14.212655
TJX_VCV33x0_2026-05-05_21-30-09.csv,2026-05-06T12:23:14.212655
TJX_VCV33x0_2026-05-05_22-30-10.csv,2026-05-06T12:23:14.212655
TJX_VCV33x0_2026-05-05_23-30-09.csv,2026-05-06T12:23:14.212655
TJX_VCV33x0_2026-05-06_00-30-09.csv,2026-05-06T12:23:14.212655
TJX_VCV33x0_2026-05-06_01-30-09.csv,2026-05-06T12:23:14.212655
TJX_VCV33x0_2026-05-06_02-30-09.csv,2026-05-06T12:23:14.212655
TJX_VCV33x0_2026-05-06_03-30-09.csv,2026-05-06T12:23:14.212655
TJX_VCV33x0_2026-05-06_04-30-09.csv,2026-05-06T12:23:14.212655
TJX_VCV33x0_2026-05-06_05-30-09.csv,2026-05-06T12:23:14.212655
TJX_VCV33x0_2026-05-06_06-30-09.csv,2026-05-06T12:23:14.212655
TJX_VCV33x0_2026-05-06_07-30-09.csv,2026-05-06T12:23:14.212655
TJX_VCV33x0_2026-05-06_08-30-09.csv,2026-05-06T12:23:14.212655
